Name,Address,Coordinates,Type,District
Ясли-Сад № 105,"ул. Зенкова, 58","76.958432,43.251635",садик,Алмалинский
Мирас,"ул. Зенкова, 52","76.957849,43.253351",садик,Алмалинский
Ясли-сад № 109,"ул. Кармысова, 34","76.962131,43.252905",садик,Алмалинский
Страна детства,"Волочаевская ул., 357","76.971885,43.294901",садик,Алмалинский
Детский сад № 125,"Армянская ул., 5А/1","76.961624,43.230200",садик,Алмалинский
Альтаир,"ул. Айтыкова, 14","76.964149,43.292579",садик,Алмалинский
Ромашка,"ул. Абильхана Кастеева, 8","76.968398,43.255621",садик,Алмалинский
Дельфинчик,"Алматы, Медеуский район, Шахтинская улица, 12","76.989879,43.284240",садик,Алмалинский
Куншуак,"Ульяновская ул., 32","76.985146,43.267921",садик,Алмалинский
Ясли-сад № 110,"просп. Достык, 107/4, этаж 1","76.960726,43.222816",садик,Алмалинский
Ясли-сад № 156,"ул. Шамши Калдаякова, 72","76.959793,43.252969",садик,Алмалинский
Ясли-сад № 107,"Алматы, Медеуский район","76.973416,43.257113",садик,Алмалинский
Start,"ул. Кармысова, 90","76.960576,43.242948",садик,Алмалинский
Ясли № 166,"ул. Каркаралы, 15/1","77.002001,43.284259",садик,Алмалинский
Ясли-Сад № 126,"ул. Адольфа Янушкевича, 57","76.964706,43.268033",садик,Алмалинский
Alisha,"ул. Адольфа Янушкевича, 52","76.963247,43.268269",садик,Алмалинский
Ясли-сад № 116,"микрорайон Самал-2, 38","76.955134,43.230773",садик,Алмалинский
Адеми,"ул. Сергея Луганского, 151","76.967224,43.224628",садик,Алмалинский
АБВГДейка+,"ул. Сарыбай, 69","76.979839,43.283416",садик,Алмалинский
Babycare,"ул. Абильхана Кастеева, 74","76.967394,43.247601",садик,Алмалинский
Padishah,"ул. Мустафы Шокая, 118А","76.987107,43.266305",садик,Алмалинский
Детский сад Радость детства,"ул. Майлина, 166","76.984328,43.338632",садик,Алмалинский
Детский сад,"ул. Алиби Жангельдина, 103","76.956452,43.279261",садик,Алмалинский
Солнечный лучик,"Водная ул., 31","76.969394,43.252093",садик,Алмалинский
Чудесная страна,"микрорайон Кок-Тобе, ул. Василия Радлова, 22","76.973917,43.243711",садик,Алмалинский
Бопешим,"Парковая ул., 2","76.956380,43.281794",садик,Алмалинский
Космо,"ул. Карасай батыра, 204А","76.891752,43.247201",школа,Алмалинский
Школа № 216,"Курильская ул., 17","76.903774,43.261984",школа,Алмалинский
IT Step School,"микрорайон Коктем-3, 16Б","76.914491,43.235961",школа,Алмалинский
Специальная школа-интернат № 2 для детей с нарушением опорно-двигательного аппарата,"ул. Султанбека Ходжанова, 40","76.905713,43.209307",школа,Бостандыкский
Казахстанская международная школа,"просп. Аль-Фараби, 118/15","76.922936,43.206689",школа,Бостандыкский
Школа № 47,"микрорайон Тау-Самал, Олимпийская ул., 1","76.967575,43.192043",школа,Бостандыкский
Tamosik,"ул. Какимбека Салыкова, 50/2","76.911221,43.169831",школа,Бостандыкский
Живая Вселенная,"Алматы, 176Б","76.892928,43.170765",школа,Бостандыкский
Umka,"ул. Бакытжана Байкадамова, 15/1, подъезд 1","76.891979,43.213940",школа,Бостандыкский
SDL School,"ул. Торайгырова, 19","76.875817,43.202370",школа,Бостандыкский
Специальная Коррекционная школа-интернат № 9 для Детей с Тяжелыми Нарушениями Речи,"ул. Абиша Кекилбайулы, 91","76.886997,43.216299",школа,Бостандыкский
Общеобразовательная школа-интернат № 17,"просп. Достык, 266А","76.965910,43.221665",школа,Бостандыкский
Гимназия № 159 имени Ы. Алтынсарина,"ул. Кабанбай батыра, 86/96","76.953664,43.249600",школа,Бостандыкский
Заман,"ул. Кенесары хана, 56/1","76.869167,43.170807",школа,Бостандыкский
Общеобразовательная школа № 98,"ул. Саймасая Татибекова, 89","76.977236,43.288733",школа,Бостандыкский
Специализированная гимназия № 12 имени Шокана Уалиханова,"ул. Шокана Уалиханова, 79","76.951773,43.254253",школа,Бостандыкский
Tamos Cambridge School,"ул. Какимбека Салыкова, 50/1","76.910422,43.166570",школа,Бостандыкский
Гимназия Самопознание,"Наурызбайский район, микрорайон Каргалы, ул. Байкенова, 44","76.877426,43.172013",школа,Бостандыкский
Школа Тарлан,"ул. Егора Редько, 7","76.878126,43.165985",школа,Бостандыкский
Cosmo school,"ул. Ныгмета Сыргабекова, 9","76.912301,43.196925",школа,Бостандыкский
Umka Leaders School,"ул. Абдуллы Розыбакиева, 165","76.892277,43.215824",школа,Бостандыкский
Школа № 33,"ул. Толе би, 10/62","76.959410,43.255470",школа,Бостандыкский
Школа-гимназия № 53,"Глубокая ул., 18","76.985294,43.268332",школа,Бостандыкский
Школа № 4,"ул. Адольфа Янушкевича, 58","76.964483,43.268550",школа,Бостандыкский
Joo High School,"пер. Дружбы, 14","76.896813,43.201741",школа,Бостандыкский
Коммунальное государствеенное учреждение общеобразовательная школа № 102,"ул. Григория Потанина, 226/1","76.952716,43.290126",школа,Бостандыкский
Общеобразовательная школа имени К.Д. Ушинского,"Алматинская область, Карасайский район, село Кыргауылды, улица Инкарбекова, 49","76.763911,43.175582",школа,Бостандыкский
Интернат № 6,"ул. Ивана Шухова, 84","76.983794,43.268813",школа,Бостандыкский
Школа-гимназия № 174,"Наурызбайский район, микрорайон Шугыла, 339","76.791932,43.215531",школа,Бостандыкский
Ams Poznai-ka,"ул. Исатай Тайманова, 169","76.963731,43.209969",школа,Бостандыкский
Специальная школа-интернат № 1,"ул. Торайгырова, 1","76.891016,43.205868",школа,Бостандыкский
Байтерек,"ул. Торайгырова, 21/1","76.872713,43.202881",школа,Бостандыкский
Pifagor High School,"ул. Ораза Жандосова, 61А","76.868424,43.212871",школа,Бостандыкский
Школа-гимназия № 168 имени Касыл Катыкбаевой,"микрорайон Кок-Тобе, ул. Сагадата Нурмагамбетова, 69","76.979858,43.253914",школа,Бостандыкский
ФизТех,"ул. Ладыгина, 35А","76.870979,43.206150",школа,Бостандыкский
Alim Academy,"ул. Абдуллы Розыбакиева, 320","76.894677,43.207742",школа,Бостандыкский
Школа № 143 им. Суюнбая,"ул. Колпаковского, 26","76.954886,43.273877",школа,Бостандыкский
Global Education,"ул. Бекена Жамакаева, 258/16","76.944917,43.209337",школа,Бостандыкский
Общеобразовательная школа им. М. Габдуллина,"село Абай, ул. Ы. Алтынсарина, 30","76.762145,43.212824",школа,Бостандыкский
Школа № 172,"ул. Каркаралы, 15","77.000824,43.283620",школа,Бостандыкский
Ngs High School,"ул. Кольсай, 27","76.920033,43.192562",школа,Бостандыкский
Специализированная Гимназия №199,"ул. Абиша Кекилбайулы, 89","76.886902,43.217029",школа,Бостандыкский
Miracle,"микрорайон Хан Тенгри, 55Б","76.892758,43.174175",школа,Бостандыкский
Zerdesh,"микрорайон Хан Тенгри, 27/9","76.890712,43.179687",школа,Бостандыкский
Средняя школа им. К. Азербаева,"село Райымбек, ул. Туркестан, 4","76.749715,43.198604",школа,Бостандыкский
Общеобразовательная школа № 192 имени Р. Сарсенбина,"ул. Кали Надырова, 50","76.850225,43.169492",школа,Бостандыкский
IT Step School,"просп. Абая, 68/74","76.904601,43.238871",школа,Бостандыкский
Специальная коррекционная школа-интернат № 5 для детей с нарушением слуха,"ул. Пятницкого, 98","76.869264,43.207122",школа,Бостандыкский
Murager,"микрорайон Алмагуль, 4А, этаж 2","76.902835,43.208823",школа,Бостандыкский
Школа,"село Кыргауылды, ул. Наурыз, 49А","76.768752,43.178922",школа,Бостандыкский
Средняя школа Алмалыбака,"село Алмалыбак, ул. Б. Басибекова, 18","76.678184,43.221959",школа,Бостандыкский
High Tech Academy,"микрорайон Кок-Тобе, ул. Сагадата Нурмагамбетова, 150","76.982184,43.263154",школа,Бостандыкский
Школа-гимназия №73,"просп. Ермека Серкебаева, 109","76.897877,43.201744",школа,Бостандыкский
Школа-лицей № 207,"ул. Алтын Орда, 6/32","76.775388,43.216325",школа,Бостандыкский
Лицей Данашым,"микрорайон Горный Гигант, ул. Азербаева, 69","76.950017,43.215632",школа,Бостандыкский
Talim,"ул. Саттилик, 10","76.788201,43.202018",школа,Бостандыкский
Школа-лицей Maqsat,"Наурызбайский район, микрорайон Калкаман-2, ул. Сыпатай Батыра, 23","76.803885,43.213323",школа,Бостандыкский
Danyshpan school,"микрорайон Астана, 22","76.848599,43.210404",школа,Бостандыкский
Школа бокса,"ул. Таира Жарокова, 298, этаж цокольный","76.905056,43.202941",школа,Бостандыкский
Школа № 32,"просп. Суюнбая, 505","76.991427,43.372657",школа,Турксибский
Школа № 31,"ул. Гёте, 261","76.968016,43.325392",школа,Турксибский
Общеобразовательная школа № 20,"ул. Герцена, 154","76.959391,43.301504",школа,Турксибский
Школа № 11,"Волгоградская ул., 22","76.959290,43.345725",школа,Турксибский
Школа-гимназия № 78,"микрорайон Алтай-2, 57","76.990830,43.349533",школа,Турксибский
Общеобразовательная школа № 115 имени Д. Бабаева,"микрорайон Алтай-1, 28","76.987455,43.344088",школа,Турксибский
Школа № 17,"ул. Гёте, 177","76.966169,43.314192",школа,Турксибский
Общеобразовательная школа №170,"Магнитная ул., 31","76.977161,43.336189",школа,Турксибский
Школа № 83,"ул. Михаила Шолохова, 28","76.946780,43.335391",школа,Турксибский
Школа-гимназия № 44,"ул. Николая Огарёва, 6","77.005993,43.343994",школа,Турксибский
Общеобразовательная школа № 84,"ул. Нурсая, 56","76.956227,43.350477",школа,Турксибский
Школа № 61,"ул. Льва Толстого, 20","76.947824,43.330150",школа,Турксибский
Школа № 198,"микрорайон Жас Канат, 129","76.978711,43.318124",школа,Турксибский
Школа № 85,"ул. Моисея Урицкого, 2А","76.952800,43.355179",школа,Турксибский
Школа № 71,"Стахановская ул., 23","76.950635,43.322040",школа,Турксибский
Школа № 142,"микрорайон Жулдыз-1, 20Б","76.996003,43.362128",школа,Турксибский
КГУ Общеобразовательная школа № 89,"ул. Поддубного, 155","76.989298,43.340786",школа,Турксибский
Общеобразовательная школа № 203,"ул. Досбол Би, 31","77.019160,43.331112",школа,Турксибский
Школа-гимназия № 162,"просп. Суюнбая, 207, этаж 2","76.956408,43.311980",школа,Турксибский
Новое начало,"ул. Гёте, 267","76.968397,43.328269",школа,Турксибский
Общеобразовательная школа № 195,"ул. Шортанбай Жырау, 72/2","77.007663,43.380880",школа,Турксибский
Школа № 31,"село Туздыбастау, ул. Жылкыбай, 153","77.054716,43.316691",школа,Турксибский
Средняя общеобразовательная школа № 193,"Алматы, микрорайон Кемел, ул. Жар-Жар, 54","76.943074,43.372975",школа,Турксибский
Школа № 28,"село Бесагаш, ул. Кудайбердиева, 149","77.026024,43.296911",школа,Турксибский
Общеобразовательная средняя школа № 13,"Алматинская область, Талгарский район, село Туздыбастау","77.064686,43.324383",школа,Турксибский
Школа,"село Гульдала, ул. Кичикова, 58","77.057427,43.351716",школа,Турксибский
Школа-гимназия № 59,"ул. Тлеуберды Сауранбаева, 12А","76.948345,43.334401",школа,Турксибский
Дана,"Алматинская область, Талгарский район, коттеджный посёлок Жана-Куат","77.024933,43.399819",школа,Турксибский
Школа № 30,"Алатау, село Ынтымак, ул. Мангилик Ел, 45","76.967069,43.415415",школа,Турксибский
Школа № 29,"село Бесагаш, ул. Ломоносова, 7Б","77.048754,43.299311",школа,Турксибский
Общеобразовательная школа № 220,"Алматы, Турксибский район","77.025706,43.312589",школа,Турксибский
Joo High & Primary School,"Алматы, Медеуский район, ул. Халиуллина 210А","77.008836,43.294337",школа,Турксибский
Millennium School,"Волочаевская ул., 357/1","76.972129,43.295168",школа,Турксибский
Elite school,"Алматинская область, Талгарский район, село Туздыбастау","77.073192,43.340342",школа,Турксибский
Школа-гимназия № 211,"19-я ул., 20/2","76.984732,43.312056",школа,Турксибский
Школа № 32,"село Белбулак, ул. С. Алиева, 54","77.098266,43.311924",школа,Турксибский
Школа № 7,"село Отеген батыра, ул. Титова, 16А","77.017917,43.417579",школа,Турксибский
Болашак кеменгер,"село Кенена Азирбаева, ул. Мичурина, 92В","77.010376,43.404974",школа,Турксибский
Школа № 24,"село Кызылту, ул. Тарпанова, 63","77.059001,43.406322",школа,Турксибский
Средняя школа № 19,"село Мухаметжан Туймебаева, ул. А. Молдагуловой, 14","76.913230,43.413360",школа,Турксибский
Общеобразовательная школа № 17,"село Панфилово, ул. Томаровского, 9","77.127402,43.384698",школа,Турксибский
Интернат № 3,"Бакинская ул., 22","76.966466,43.325390",школа,Турксибский
Аниса,"село Туздыбастау, ул. Жибек Жолы, 8А","77.070738,43.303634",школа,Турксибский
Dream School Company,"ул. Майлина, 40","77.005444,43.344572",школа,Турксибский
Средняя школа № 1 Илийского района,"Алатау, село Коянкус, ул. Шиели, 61, этаж 2","76.943408,43.391908",школа,Турксибский
Средняя школа № 13 имени М. Макатаева,"село Отеген батыра, ул. Аскара Ажимуратова, 12","77.015460,43.412687",школа,Турксибский
Гимназия № 38,"село Отеген батыра, ул. Титова, 16Д","77.018382,43.419025",школа,Турксибский
Лика,"микрорайон Самал-2, 39","76.993682,43.295438",школа,Турксибский
Ikigai School,"микрорайон Думан, ул. Хантенгри, 37","76.999234,43.283024",школа,Турксибский
Ай-нур,"село Отеген батыра, ул. Титова, 31","77.021153,43.420549",школа,Турксибский
Общеобразовательная школа № 2,"ул. Шерхана Муртазы, 71","76.963105,43.273578",школа,Турксибский
Школа № 10,"село Белбулак, ул. Ыбырая Алтынсарина, 16","77.108137,43.312325",школа,Турксибский
Средняя школа №46 Илийского района,"Алатау, село Ынтымак, ул. Аль-Фараби, 2А","76.969407,43.409092",школа,Турксибский
Школа № 24,"село Отеген батыра, ул. Рыскулбекова, 38","77.031922,43.414415",школа,Турксибский
Средняя школа № 43,"село Мухаметжан Туймебаева, Ереванская ул., 3А","76.922258,43.407070",школа,Турксибский
Гимназия № 45,"село Бесагаш, ул. Хамраева, 30","77.043396,43.304961",школа,Турксибский
Средняя общеобразовательная школа № 33,"село Панфилово, ул. Валиханова, 8","77.116093,43.383691",школа,Турксибский
Dana,"село Отеген батыра, ул. Жансугурова, 116","77.021776,43.417286",школа,Турксибский
Орлеу,"Алматинская область, Илийский район, село Отеген батыр, улица Самен Батыра, 106","77.019917,43.407164",школа,Турксибский
Общеобразовательная школа № 6 им. А. Молдабекова,"Алматинская область, Илийский район, село Казцик","76.854710,43.381667",школа,Жетысуский
Алматинская областная школа-интернат имени И. Нусупбаева,"ул. Богенбай батыра, 53","76.964260,43.254824",школа,Жетысуский
Уркер,"ул. Мукана Тулебаева, 4А","76.946672,43.269387",школа,Жетысуский
КоКил,"ул. Гоголя, 34","76.957613,43.260412",школа,Жетысуский
Частная школа-гимназия Ганибет,"ул. Манаса, 34","76.966842,43.254034",школа,Жетысуский
Alliance school,"ул. Шевченко, 15Б","76.955534,43.247502",школа,Жетысуский
Общеобразовательная школа № 183,"ул. Желтоксан, 18","76.938198,43.271011",школа,Жетысуский
Общеобразовательная школа № 45,"село Бесагаш, ул. Хамраева, 30","77.043462,43.304853",школа,Жетысуский
Средняя школа № 40,"посёлок Боралдай, ул. Байзакова, 59","76.838085,43.378740",школа,Жетысуский
Alliance School,"ул. Айтеке би, 36","76.959105,43.259023",школа,Жетысуский
Inspire private school,"ул. Богенбай батыра, 176/48","76.926307,43.251586",школа,Жетысуский
Достар,"Алматы, улица Мукагали Макатаева","76.929246,43.262712",школа,Жетысуский
Ясли-сад № 32,"Магнитная ул., 4","76.971264,43.336911",садик,Турксибский
Ясли-сад № 117,"Монтажная ул., 3А","76.981431,43.332230",садик,Турксибский
Маленькие звездочки,"микрорайон Жулдыз-2, 26Б","76.991457,43.357870",садик,Турксибский
Голубой Парус,"ул. Гёте, 396А","76.969050,43.334718",садик,Турксибский
Ясли-сад № 119,"микрорайон Алтай-1, 11Б","76.987675,43.346623",садик,Турксибский
Специальный коррекционный ясли сад № 123 для детей с нарушениями опорно-двигательного аппарата и зрения,"микрорайон Алтай-1, 2А","76.986336,43.343136",садик,Турксибский
Алма,"Зимняя ул., 18Б","76.987437,43.353015",садик,Турксибский
Ясли-сад № 180,"микрорайон Алтай-1, 28А","76.987900,43.344990",садик,Турксибский
Мимишка,"ул. Димитрова, 10","76.966554,43.326693",садик,Турксибский
Алмаркс-А,"микрорайон Алтай-1, 25/2","76.985915,43.343837",садик,Турксибский
Аистенок,"ул. Елгина, 44","76.966780,43.296057",садик,Турксибский
Ясли-сад № 187,"микрорайон Жас Канат, 129А","76.977207,43.316586",садик,Турксибский
Небесная радуга,"Карельская ул., 72А","76.956476,43.346748",садик,Турксибский
Ясли-сад № 185,"ул. Майлина, 17А","77.004266,43.346422",садик,Турксибский
Ясли-сад № 147,"ул. Баймагамбетова, 215","76.975475,43.311258",садик,Турксибский
3 Кита,"Щёлково ул., 1","76.965242,43.329638",садик,Турксибский
Ясли-Сад № 86,"просп. Суюнбая, 465","76.973322,43.351723",садик,Турксибский
Волшебный замок,"ул. Василия Бартольда, 52","76.960200,43.351675",садик,Турксибский
Детский сад Зерде,"ул. Владимира Стасова, 34","76.958275,43.330066",садик,Турксибский
Энтузиаст 2,"микрорайон Жас Канат, 580","76.980559,43.323809",садик,Турксибский
Болашак-2050,"Турксибский район, микрорайон Кайрат, ул. Жаяу Мусы, 197","76.990327,43.312142",садик,Турксибский
Нур Айсан,"Алматы, Турксибский район, микрорайон Альмерек, 2-я улица, 31","77.012165,43.369030",садик,Турксибский
Happy baby,"Алматы, улица Ивана Земнухова","76.960087,43.344769",садик,Турксибский
Детский сад,"ул. Акмандай, 25","77.014378,43.331743",садик,Турксибский
Ясли-сад № 37,"ул. Николая Огарёва, 1","77.008538,43.343195",садик,Турксибский
Родничок №6,"Турксибский район, микрорайон Кайрат, 9","76.990757,43.302910",садик,Турксибский
Мурзилка,"Турксибский район, микрорайон Кайрат, ул. Жанша Жанасова, 22","76.987152,43.314741",садик,Турксибский
Ясли-сад № 121,"Хабаровская ул., 10","76.960792,43.317945",садик,Турксибский
Биржан,"Зимняя ул., 2","76.989265,43.353356",садик,Турксибский
Бак Жан,"Турксибский район, микрорайон Кайрат, 34/2","76.986446,43.316146",садик,Турксибский
Тимошка,"ул. Гёте, 306","76.967204,43.325960",садик,Турксибский
Еркем-Ай,"коттеджный посёлок Жана-Куат, 20-я ул., 293","77.031077,43.396244",садик,Турксибский
Солнышко,"Каховская ул., 3","76.963431,43.354458",садик,Турксибский
Dariya,"село Туздыбастау, ул. Коктем, 6","77.055368,43.338131",садик,Турксибский
Балапан City 2,"микрорайон Жас Канат, 459","76.980226,43.320093",садик,Турксибский
Детки,"ул. С. Дунентаева, 54А","76.995875,43.360332",садик,Турксибский
Детский сад Солнышко,"Алматинская область, Илийский район, село Отеген батыра","77.017159,43.415786",садик,Турксибский
Аксауле,"Алматы, Турксибский район, микрорайон Альмерек","77.008462,43.382192",садик,Турксибский
Mini Club,"ул. Манарбека Ержанова, 134Б","76.938507,43.336481",садик,Турксибский
Детский сад № 149,"ул. Дегдар, 34","76.986294,43.398431",садик,Турксибский
Аиша,"Алматы, микрорайон Шуакты, улица Саялы, 84/4","76.975881,43.303857",садик,Турксибский
Умка,"Ладожская ул., 31","76.960312,43.356019",садик,Турксибский
Қошақан,"Турксибский район, микрорайон Кайрат, ул. Нысанбека Торекулова, 46","76.985271,43.317155",садик,Турксибский
Care Kids,"микрорайон Жас Канат, 550","76.981435,43.325564",садик,Турксибский
Айтере kids,"Турксибский район, микрорайон Кайрат, 34/2","76.988777,43.305807",садик,Турксибский
Кокетай,"8-й микрорайон, 1","76.995511,43.356219",садик,Турксибский
Bobekjai balabaqshasy,"Турксибский район, микрорайон Кайрат, ул. Жанша Жанасова, 22","76.987148,43.314749",садик,Турксибский
Солнечные Зайчики,"ул. Герцена, 155","76.960404,43.301651",садик,Турксибский
Малышок,"ул. Майлина, 119","76.974144,43.325161",садик,Турксибский
Зейнеп,"Турксибский район, микрорайон Кайрат, 4/1","76.981692,43.297083",садик,Турксибский
Бобек,"село Туздыбастау, ул. Жылкыбай, 231А","77.051342,43.326425",садик,Турксибский
Балапан City,"микрорайон Жас Канат, 186/1","76.977530,43.319880",садик,Турксибский
Радость детства,"ул. Тукая, 40","76.986030,43.339246",садик,Турксибский
Нур-ай,"село Туздыбастау, ул. Аль-Фараби, 2","77.059779,43.324216",садик,Турксибский
Bakutalemi,"Каракалпакская ул., 12","76.963382,43.296453",садик,Турксибский
АкЕрке,"Турксибский район, микрорайон Кайрат, ул. Белбулак, 20","76.989640,43.306370",садик,Турксибский
Abvgdeshka,"ул. Ярослава Домбровского, 3","76.993322,43.352965",садик,Турксибский
Нур-Айша,"село Туздыбастау, ул. Кабанбай Батыра, 70","77.056064,43.332652",садик,Турксибский
Аврора,"ул. Глинки, 4","76.955537,43.325201",садик,Турксибский
Аяу-Нұр,"Турксибский район, микрорайон Кайрат, ул. Сайрам, 8","77.000221,43.311266",садик,Турксибский
Гүл-ханым,"микрорайон Жас Канат, 600","76.982300,43.327902",садик,Турксибский
Олем бакыты,"микрорайон Жас Канат, 122","76.977439,43.319058",садик,Турксибский
Сабира А - Казына 2,"микрорайон Жас Канат, 526А","76.979358,43.327313",садик,Турксибский
Балбобек,"Турксибский район, микрорайон Кайрат, ул. Даулеткерея, 2","76.981113,43.295998",садик,Турксибский
"МультиЛенд, частный детский сад","ул. Фридриха Энгельса, 14","76.956371,43.355057",садик,Турксибский
Айзере и К,"Алматинская область, Алматы, улица Казангап, 21","76.991594,43.326153",садик,Турксибский
Карусель Montessori,"ул. Вагжанова, 19А","76.933149,43.305697",садик,Турксибский
Айбар Жулдыз,"микрорайон Думан, ул. Алтын Емел, 2","76.996815,43.280452",садик,Турксибский
Baq-bala,"ул. Баймагамбетова, 82/4","76.970283,43.312394",садик,Турксибский
Даниал,"ул. Ивана Куратова, 58","76.963274,43.272484",садик,Турксибский
Болашак кеменгер 2,"Алматинская область, Илийский район, село Отеген батыр, улица Аубакирова, 9","77.021360,43.405170",садик,Турксибский
Детский сад Нурдаулет,"коттеджный посёлок Жана-Куат, 3-я ул., 26","77.027236,43.401214",садик,Турксибский
Солнышко Kz,"ул. Дмитрия Менделеева, 33","76.973457,43.284482",садик,Турксибский
Aqbesik,"Клубная ул., 24","76.977837,43.284144",садик,Турксибский
Rayyan Kids,"Турксибский район, микрорайон Кайрат, ул. Куншуак, 19","77.001163,43.303817",садик,Турксибский
Алидар,"Турксибский район, микрорайон Кайрат, ул. Белбулак, 67","76.987221,43.304974",садик,Турксибский
Бегим-ай,"Алматы, Турксибский район, улица Тараз","77.007340,43.303212",садик,Турксибский
Адель,"просп. Суюнбая, 661","77.004476,43.389857",садик,Турксибский
Зейн,"ул. Дулдул, 88","77.025452,43.329350",садик,Турксибский
Азимка,"ул. Дегдар, 36, этаж 2","76.986197,43.396781",садик,Турксибский
Бакытты Baby,"ул. Асылбекова, 14","76.996967,43.355044",садик,Турксибский
Умка,"Печорская ул., 16","76.958742,43.357432",садик,Турксибский
Zeine,"Алматинская область, Алматы, улица Сарыарка, 1/3","76.976899,43.296551",садик,Турксибский
Жулдыз,"село Туздыбастау, ул. Райымбека, 19","77.062654,43.306054",садик,Турксибский
Ранетка,"Пятигорская ул., 22","76.985958,43.271834",садик,Турксибский
Алакай,"село Туздыбастау, ул. Бердыгулова, 9","77.056387,43.317343",садик,Турксибский
Кун Шуак,"6-й микрорайон, 4","76.994386,43.356026",садик,Турксибский
Будущий Гений 4,"село Отеген батыра, ул. Аубакирова, 374","77.021618,43.405932",садик,Турксибский
Наследники,"село Гульдала, 9","77.066921,43.358191",садик,Турксибский
Империя детства,"ул. Орджоникидзе, 146","76.964466,43.320567",садик,Турксибский
Фиксики,"Алматинская область, Илийский район, село Отеген батыра","77.015362,43.408665",садик,Турксибский
Аяулым,"микрорайон Маяк, ул. Александра Топчиева, 31В","76.993857,43.331476",садик,Турксибский
Балдаурен плюс,"село Туздыбастау, ул. Чукубасова Бекена, 39А","77.077131,43.330973",садик,Турксибский
Детский сад 192,"Турксибский район, производственный кооператив имени Кунаева, 336, корп. 17","76.985306,43.313050",садик,Турксибский
Парус,"Турксибский район, микрорайон Кайрат, ул. Ханшайым, 11","76.989041,43.301624",садик,Турксибский
Еркетай,"Турксибский район, микрорайон Кайрат, 1/6","76.990944,43.300959",садик,Турксибский
Arafat Kids,"Турксибский район, микрорайон Кайрат, ул. Наргиз, 5","77.000914,43.305171",садик,Турксибский
Тәй тәй kids,"Турксибский район, микрорайон Кайрат, 15","76.987848,43.308859",садик,Турксибский
Аққу,"микрорайон Жас Канат, 212/5","76.984058,43.328301",садик,Турксибский
Konyrat-G,"ул. Досбол Би, 11","77.016447,43.333510",садик,Турксибский
Балдаурен,"Ижевская ул., 33","76.962762,43.294354",садик,Турксибский
Дарынды бала,"село Бесагаш, ул. Хамраева, 158","77.024534,43.298415",садик,Турксибский
Акуна Матата,"Алатауский район, микрорайон Карасу, ул. Аралкум, 6","76.905761,43.329409",садик,Турксибский
Мирас,"село Гульдала, ул. Беимбета Майлина, 11","77.058000,43.349310",садик,Турксибский
MadinArai,"ул. Мукатая Беспакова, 55","76.923338,43.315437",садик,Турксибский
Erke-nur,"село Туздыбастау, ул. Жылкыбай, 82","77.058580,43.309873",садик,Турксибский
Дария,"ул. Латифа Хамиди, 69","76.959212,43.275262",садик,Турксибский
Буратино,"ул. Орджоникидзе, 233","76.965080,43.320609",садик,Турксибский
Саконти,"село Бесагаш, ул. Казахстан, 30","77.049558,43.308871",садик,Турксибский
Нур-Айбек,"ул. Каркаралы, 27А","77.004816,43.284099",садик,Турксибский
Буратино,"ул. Орджоникидзе, 235/25","76.965023,43.320760",садик,Турксибский
Rasul plus,"Алматинская область, Талгарский район, село Бесагаш","77.020407,43.291303",садик,Турксибский
Солнышко,"Алматы, улица Нурсая","76.959936,43.348833",садик,Турксибский
Асылым-2021,"Алматинская область, Карасайский район, улица Новостройка","77.068114,43.349846",садик,Турксибский
Ясли-сад № 198,"микрорайон Айнабулак-4, 174А","76.914989,43.323719",садик,Турксибский
Береке,"Алатау, село Коянкус, ул. Иманова, 80","76.945259,43.395146",садик,Турксибский
Айя,"село Бесагаш, ул. Ш. Айманова, 53","77.038704,43.300398",садик,Турксибский
Алим,"Алматинская область, Илийский район, село Покровка, улица Катаева, 9","77.006318,43.399157",садик,Турксибский
Сказка Сад,"ул. Будённого, 24","76.949193,43.322826",садик,Турксибский
Лучик солнца,"ул. Жакут, 66","77.023530,43.329884",садик,Турксибский
I-Naz kids,"ул. Шакшак Жанибека, 45/2","76.974361,43.273346",садик,Турксибский
Korkem-baby,"Бакинская ул., 22","76.966747,43.325146",садик,Турксибский
Inju,"село Туздыбастау, ул. Алпамыс Батыра, 18","77.061958,43.327597",садик,Турксибский
Lider-Kids,"Алматинская область, Илийский район, село Отеген батыра","77.027756,43.419952",садик,Турксибский
AcademKids,"село Туздыбастау, 10","77.063779,43.303044",садик,Турксибский
Частный детский сад,"село Отеген батыра, ул. Титова, 6А","77.016140,43.413234",садик,Турксибский
Дана бала,"ул. Текемет, 40А","76.981188,43.292140",садик,Турксибский
Kasym kids,"микрорайон Думан, ул. Келес, 4","77.006586,43.281475",садик,Турксибский
Айдын Али,"село Бесагаш, ул. Сайрам, 32","77.025744,43.293124",садик,Турксибский
Ordagen Kids,"село Бесагаш, ул. Данеш Ракышева, 7/1","77.021862,43.291626",садик,Турксибский
Алтын-Ай,"село Бесагаш, ул. Ш. Айманова, 37","77.042842,43.301590",садик,Турксибский
Акниет,"село Туздыбастау, ул. Ер Таргын, 83","77.046776,43.328130",садик,Турксибский
Бал бұлақ,"село Гульдала, ул. Абая, 3","77.045544,43.341284",садик,Турксибский
Мурагер,"село Гульдала, ул. Абая, 1Б","77.045541,43.341059",садик,Турксибский
